City_ID,City,Cloudiness,Country,Current Description,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
420,khatanga,99,RU,overcast clouds,74,71.97,102.5,48.52,0.0,0,4.52
421,bahadurganj,100,IN,light rain,79,26.27,87.82,82.87,0.18,0,5.23
422,santa marta,29,CO,scattered clouds,82,11.24,-74.2,82.09,0.0,0,13.87
423,kabwe,8,ZM,clear sky,93,-14.45,28.45,45.75,0.0,0,5.39
424,hovd,67,MN,light rain,53,48.01,91.64,65.19,0.19,0,1.72
425,goderich,90,CA,overcast clouds,63,43.75,-81.72,86.0,0.0,0,15.99
426,verkhoshizhemye,56,RU,broken clouds,94,58.01,49.1,57.36,0.0,0,4.12
427,margate,26,GB,scattered clouds,76,51.38,1.39,64.0,0.0,0,1.99
428,hervey bay,4,AU,clear sky,79,-25.3,152.85,57.0,0.0,0,5.99
429,birao,100,CF,light rain,93,10.28,22.79,72.39,0.18,0,5.37
430,coahuayana,75,MX,broken clouds,66,18.73,-103.68,84.2,0.0,0,11.41
431,shimoda,100,JP,light rain,96,34.67,138.95,68.0,0.13,0,1.99
432,valparaiso,90,CL,fog,100,-33.04,-71.63,53.6,0.0,0,10.29
433,bathsheba,40,BB,scattered clouds,78,13.22,-59.52,82.4,0.0,0,13.87
434,sikonge,62,TZ,broken clouds,45,-5.63,32.77,57.52,0.0,0,5.97
435,kandrian,81,PG,light rain,83,-6.22,149.55,80.49,0.22,0,4.27
436,jalu,0,LY,clear sky,48,29.03,21.55,79.03,0.0,0,11.18
437,alyangula,90,AU,overcast clouds,100,-13.85,136.42,57.2,0.0,0,8.41
438,suntar,31,RU,scattered clouds,80,62.14,117.63,58.1,0.0,0,5.03
439,kailua,40,US,scattered clouds,69,21.4,-157.74,89.6,0.0,0,13.87
440,boone,55,US,broken clouds,53,39.03,-92.33,93.0,0.0,0,10.85
441,damaturu,38,NG,scattered clouds,55,11.75,11.96,82.4,0.0,0,5.1
442,tanete,99,ID,overcast clouds,93,-3.94,119.78,74.55,0.0,0,4.41
443,robertsport,99,LR,light rain,87,6.75,-11.37,74.95,0.16,0,3.62
444,pavilosta,61,LV,broken clouds,93,56.89,21.19,57.2,0.0,0,5.17
445,mwense,0,ZM,clear sky,65,-10.38,28.7,53.82,0.0,0,6.64
446,dakar,75,SN,thunderstorm,83,14.69,-17.44,80.6,0.0,0,6.93
447,okhotsk,99,RU,overcast clouds,86,59.38,143.3,58.51,0.0,0,1.54
448,bassar,52,TG,broken clouds,100,9.25,0.78,68.31,0.0,0,3.49
449,talaya,28,RU,scattered clouds,51,61.38,152.75,58.08,0.0,0,11.74
450,kabarnet,77,KE,broken clouds,98,0.49,35.74,52.81,0.0,0,2.66
451,quartucciu,20,IT,few clouds,78,39.25,9.18,75.2,0.0,0,4.7
452,koslan,0,RU,clear sky,87,63.46,48.9,54.88,0.0,0,5.35
453,bonthe,99,SL,overcast clouds,85,7.53,-12.51,76.14,0.0,0,3.36
454,wageningen,90,NL,overcast clouds,82,51.97,5.67,66.99,0.0,0,3.36
455,salalah,75,OM,broken clouds,94,17.02,54.09,82.4,0.0,0,6.93
456,maymyo,100,MM,light rain,100,22.03,96.47,66.78,0.89,0,3.62
457,two rivers,18,US,few clouds,70,44.15,-87.57,82.99,0.0,0,5.01
458,volnovakha,0,UA,clear sky,100,47.6,37.5,68.0,0.0,0,10.0
459,huai yot,14,TH,few clouds,93,7.79,99.63,74.62,0.0,0,0.78
460,glen allen,1,US,clear sky,30,37.67,-77.51,96.8,0.0,0,5.82
461,remanso,19,BR,few clouds,54,-9.62,-42.08,77.14,0.0,0,16.02
462,polewali,96,ID,overcast clouds,83,-3.43,119.34,75.79,0.0,0,1.61
463,port lincoln,46,AU,scattered clouds,68,-34.73,135.87,54.68,0.0,0,20.33
464,dunedin,0,NZ,clear sky,79,-45.87,170.5,48.99,0.0,0,35.99
465,igarka,18,RU,few clouds,81,67.47,86.58,50.18,0.0,0,7.81
466,port hedland,75,AU,light intensity shower rain,77,-20.32,118.57,64.4,0.0,0,8.05
467,yaan,46,NG,light rain,88,7.38,8.57,72.95,0.2,0,4.56
468,bac lieu,1,VN,clear sky,79,9.29,105.72,80.1,0.0,0,2.39
469,oktyabrskoye,0,RU,clear sky,88,43.06,44.74,68.0,0.0,0,4.47
470,pechenga,96,RU,light rain,93,69.53,31.17,51.8,0.0,0,9.17
471,camalu,11,MX,few clouds,31,30.85,-116.07,84.99,0.0,0,8.01
472,pipar,57,IN,broken clouds,57,26.39,73.54,89.22,0.0,0,14.81
473,baragua,99,CU,moderate rain,76,21.7,-78.63,84.15,1.88,0,7.81
474,turukhansk,36,RU,scattered clouds,77,65.82,87.98,48.83,0.0,0,1.61
475,timra,59,SE,broken clouds,77,62.49,17.33,64.99,0.0,0,8.05
476,lusambo,68,CD,broken clouds,50,-4.97,23.45,68.14,0.0,0,0.83
477,cienfuegos,100,CU,light rain,94,22.15,-80.44,77.0,0.91,0,6.93
478,joshimath,81,IN,light rain,59,30.57,79.57,67.82,0.15,0,0.2
479,morant bay,40,JM,scattered clouds,74,17.88,-76.41,86.0,0.0,0,23.04
480,izhma,34,RU,scattered clouds,95,65.01,53.91,53.11,0.0,0,4.97
481,ilo,33,PE,scattered clouds,79,-17.64,-71.34,60.12,0.0,0,4.94
482,kolyvan,0,RU,clear sky,100,55.31,82.74,48.2,0.0,0,2.24
483,ercis,20,TR,few clouds,63,39.03,43.36,62.6,0.0,0,2.24
484,chumikan,92,RU,overcast clouds,94,54.72,135.31,53.73,0.0,0,8.97
485,port moresby,90,PG,overcast clouds,88,-9.44,147.18,77.0,0.0,0,5.82
486,akranes,75,IS,broken clouds,71,64.32,-22.07,50.0,0.0,0,19.46
487,jizan,40,SA,scattered clouds,63,17.33,42.67,91.4,0.0,0,3.36
488,honiara,90,SB,overcast clouds,83,-9.43,159.95,80.6,0.0,0,3.36
489,svetlaya,98,RU,overcast clouds,76,46.54,138.33,68.38,0.0,0,4.59
490,tateyama,75,JP,light intensity shower rain,100,34.98,139.87,73.99,0.0,0,5.82
491,santa isabel do rio negro,93,BR,light rain,95,-0.41,-65.02,76.12,0.51,0,1.14
492,gazojak,0,TM,clear sky,15,41.19,61.4,85.37,0.0,0,5.48
493,hondo,75,JP,broken clouds,88,32.45,130.2,78.8,0.0,0,9.17
494,tevaitoa,99,PF,overcast clouds,83,-16.78,-151.5,75.52,0.0,0,20.76
495,belmonte,75,BR,shower rain,82,-15.86,-38.88,68.0,0.0,0,6.93
496,sechura,9,PE,clear sky,70,-5.56,-80.82,67.17,0.0,0,18.19
497,sur,8,OM,clear sky,75,22.57,59.53,85.6,0.0,0,8.23
498,amboasary,75,MG,shower rain,93,-25.03,46.38,64.4,0.0,0,9.17
499,shamary,90,RU,overcast clouds,95,57.34,58.22,62.67,0.0,0,3.09
500,ormara,5,PK,clear sky,83,25.21,64.64,86.5,0.0,0,11.59
501,acajutla,20,SV,few clouds,44,13.59,-89.83,93.2,0.0,0,3.36
502,abu samrah,0,SY,clear sky,53,35.3,37.18,68.45,0.0,0,6.17
503,bardiyah,0,LY,clear sky,82,31.76,25.09,72.59,0.0,0,9.46
504,mitsamiouli,14,KM,few clouds,59,-11.38,43.28,75.69,0.0,0,11.18
505,yarkovo,31,RU,scattered clouds,91,57.4,67.08,67.26,0.0,0,3.44
506,ulladulla,91,AU,overcast clouds,66,-35.35,150.47,57.0,0.0,0,5.82
507,pangnirtung,42,CA,scattered clouds,58,66.15,-65.71,55.85,0.0,0,4.18
508,alto araguaia,0,BR,clear sky,45,-17.31,-53.22,69.12,0.0,0,4.81
509,brignoles,3,FR,clear sky,83,43.4,6.07,69.8,0.0,0,0.58
510,linden,83,GY,light rain,94,6.0,-58.3,76.51,0.38,0,3.71
511,mutis,42,CO,light rain,79,6.23,-77.4,81.57,0.21,0,5.44
512,macomb,1,US,clear sky,74,40.46,-90.67,91.0,0.0,0,13.87
513,vyshestebliyevskaya,40,RU,scattered clouds,73,45.2,37.02,71.6,0.0,0,15.66
514,soe,45,ID,scattered clouds,75,-9.86,124.28,63.0,0.0,0,4.54
515,uray,39,RU,scattered clouds,85,60.12,64.78,66.92,0.0,0,5.06
516,bitung,20,ID,few clouds,94,1.45,125.18,73.4,0.0,0,2.24
517,alamogordo,1,US,thunderstorm,16,32.9,-105.96,98.6,0.0,0,3.36
518,kuopio,36,FI,scattered clouds,64,62.89,27.68,68.0,0.0,0,6.93
519,komsomolskiy,62,UZ,broken clouds,41,40.43,71.72,77.0,0.0,0,6.93
520,krasnozerskoye,30,RU,scattered clouds,85,53.98,79.24,55.71,0.0,0,7.9
521,puerto carreno,40,CO,scattered clouds,69,6.19,-67.49,82.4,0.0,0,10.29
522,tartus,0,SY,clear sky,78,34.89,35.89,71.6,0.0,0,4.7
523,berberati,91,CF,light rain,98,4.26,15.79,69.12,0.64,0,2.17
524,birjand,0,IR,clear sky,28,32.87,59.22,68.0,0.0,0,14.36
525,lixourion,0,GR,clear sky,71,38.2,20.43,72.48,0.0,0,11.18
526,alice springs,0,AU,clear sky,36,-23.7,133.88,44.6,0.0,0,6.93
